,uniq_id,product_name_FK,retail_price_FK,discounted_price_at_FK,product_name_AMZ,retail_price_AMZ,discounted_price_at_AMZ
14132,19b6c03b2f65a5dfde002c8d4f4ff2f6,MDI 787 inch Multicolor Rice Lights,999,699,MDI 787 INCH MULTICOLOR RICE LIGHTS,984,781
14133,d7f9b766f27dfdd7ef15be11b8010f82,Shopatplaces Animal Print Women's Regular Skirt,899,539,SHOPATPLACES ANIMAL PRINT WOMEN'S REGULAR SKIRT,879,685
14134,d0bb2a201949d12ea41a2b7260036d90,United Bags 1000D Rainbow 35 L Medium Backpack,1599,599,UNITED BAGS 1000D RAINBOW 35 L M BACKPACK,1593,727
14135,a3340075065b1d51eaf822d9fbf6b146,Hyipe Women's Geometric Print Casual Shirt,699,318,HYIPE WOMEN'S GEOMETRIC PRINT CASUAL SHIRT,682,396
14136,119482d87d792d030104fb3d85c8363c,Advitiya Black Metal Gurunanak Ji Showpiece  -  28 cm,1198,599,ADVITIYA BLACK METAL GURUNANAK JI SHOWPIECE  -  28 CM,1181,672
14139,5be86e35f21b1514d0e7742893d6cfba,Unnati Abstract Single Top Sheet Multicolor,1797,520,UNNATI ABSTRACT SINGLE TOP SHEET MULTICOLOR,1786,588
14141,a6f276d2a319f547f53ed2bd612de152,Abee 36 inch Multicolor Rice Lights,249,149,ABEE 36 INCH MULTICOLOR RICE LIGHTS,236,187
14142,bba68d75eff1b7b5eef7f6c1c68f2227,The Intellect Bazaar Plain King Blanket Grey,3499,999,THE INTELLECT BAZAAR PLAIN KING BLANKET GREY,3484,1192
14143,7b870488a07b1f3faf2e6377b177cd9c,United Bags V cut 2.5 L medium Laptop Backpack,1299,600,UNITED BAGS V CUT 2.5 L M LAPTOP BACKPACK,1288,661
14144,a1afaf618e2f75324258e3d3784fbcb0,Cotton Breeze Self Design Women's Tiered Skirt,899,375,COTTON BREEZE SELF DESIGN WOMEN'S TIERED SKIRT,893,454
14146,2067da85bf2f89c6a0f7330af0aefbf3,Apkamart Radha Krishna Wall Hanging 15 Inch Showpiece  -  37 cm,1500,849,APKAMART RADHA KRISHNA WALL HANGING 15 INCH SHOWPIECE  -  37 CM,1490,971
14147,3a035a48781235dfa0e71fe9cf196826,Hoko Book Cover for Apple iPad Mini 3,2500,1200,HOKO BOOK COVER FOR APPLE IPAD MINI 3,2493,1401
14148,e23acdd6f803817f953532a47212f4dc,X360 905 24.675 L Backpack,1250,499,X360 905 24.675 L BACKPACK,1243,613
14149,99a38a6a4aa4529fd37d407cf5f2c411,Panno Animal Print Women's Broomstick Skirt,999,494,PANNO ANIMAL PRINT WOMEN'S BROOMSTICK SKIRT,982,621
14150,c1bf8ccbb701359f2039e7c48c47724e,Unnati Abstract Single Top Sheet Multicolor,1797,599,UNNATI ABSTRACT SINGLE TOP SHEET MULTICOLOR,1795,775
14151,1738ddb8f47f11ff0cb96fe6cad302c2,"Digilight 400 inch Red, Yellow Rice Lights",399,189,"DIGILIGHT 400 INCH RED, YELLOW RICE LIGHTS",380,223
14155,e4b9eb82c6e84eae3fef79e33a97df7a,carrol Women's Shrug,1800,599,CARROL WOMEN'S SHRUG,1786,702
14156,b8b4e09f6447d9962d493da04c76bbc6,Veensh HARB Grinder Diameter 2.25 inch Plastic Hookah,550,299,VEENSH HARB GRINDER DIAMETER 2.25 INCH PLASTIC HOOKAH,543,371
14157,041b2559560a910c38a9b438cfc9af98,Veensh Red HARB Grinder Diameter 2.25 inch Plastic Hookah,650,299,VEENSH RED HARB GRINDER DIAMETER 2.25 INCH PLASTIC HOOKAH,633,382
14158,c6f6b25917615f1938eea4bf5142616f,carrol Women's Shrug,1299,699,CARROL WOMEN'S SHRUG,1286,794
14159,ca4528d84835e8befe8880ecd11b946d,Indian Fashion Brass Bangle Set,445,225,INDIAN FASHION BRASS BANGLE SET,439,289
14160,e32ba25e3d0b09ae25fbad843dda161d,Chandra Creations Brass Bangle Set,425,245,CHANDRA CREATIONS BRASS BANGLE SET,422,278
14161,49eae62187a05d326fb3236553cb7e21,carrol Women's Shrug,1299,699,CARROL WOMEN'S SHRUG,1284,787
14162,06bdcca6b6866d1ad3e60e017c9979b2,carrol Women's Shrug,899,499,CARROL WOMEN'S SHRUG,882,576
14163,b93af1478d6a7940edc5ea51f9c7143d,Optokart Two Tone Color Made In U S A By Visions India Yearly Contact Lens,2300,999,OPTOKART TWO TONE COLOR MADE IN U S A BY VISIONS INDIA YEARLY CONTACT LENS,2287,1268
14164,8f378e56f9ac8cba3b890476c2bd840d,carrol Women's Shrug,1299,699,CARROL WOMEN'S SHRUG,1290,895
14165,bbe42596dcbceeb278a9eff0396d7695,carrol Women's Shrug,899,499,CARROL WOMEN'S SHRUG,896,590
14166,f2db36dfcb2333bc171762073192fbf5,carrol Women's Shrug,899,499,CARROL WOMEN'S SHRUG,893,576
14167,61bf0d97659b9d3cdb44f0548bfe5fe7,carrol Women's Shrug,1299,699,CARROL WOMEN'S SHRUG,1294,874
14168,2d1949452966b1c5d512320424c222ec,DANR Women Flats,999,499,DANR WOMEN FLATS,996,647
14169,1c3c3014ff5f6f1347ac9405e9e4513f,SIHRA Fashion Microphone,425,235,SIHRA FASHION MICROPHONE,412,264
14170,b1c351bcae6d38c0e5fadc293999e8fe,LRIPL ALL DIGITAL CABLE STB Remote Controller,399,239,LRIPL ALL DIGITAL CABLE STB REMOTE CONTROLLER,393,292
14171,d3f7f9d2c8c37cd8267757d4ca718a0c,Arial Morris Women Flats,999,499,ARIAL MORRIS WOMEN FLATS,983,610
14172,571dc1a187e2cb3e040bd1a190ffdbc5,"Cotab R2  360 Degree rotatable Ring stand holder for all smartphones , Tablets & iPhones Mobile Holder Mobile Holder",999,339,"COTAB R2 Â 360 DEGREE ROTATABLE RING STAND HOLDER FOR ALL SMARTPHONES , TABLETS & IPHONES MOBILE HOLDER MOBILE HOLDER",981,432
14174,3b2f45902dec5adfc10d591f98085979,Glitzy Galz Girls Flats,799,479,GLITZY GALZ GIRLS FLATS,786,565
14175,4ffe7b185e31373a4a7bd28456b7aaa9,Shopo Powerful Suction Insect Toothpaste Plastic Toothbrush Holder,490,290,SHOPO POWERFUL SUCTION INSECT TOOTHPASTE PLASTIC TOOTHBRUSH HOLDER,476,334
14177,ed7499756620c7f57d73688555916a7a,DANR Women Flats,999,399,DANR WOMEN FLATS,983,505
14178,f0d60d3caa34ad53ef5d80bc698255a8,Arial Morris Women Flats,999,499,ARIAL MORRIS WOMEN FLATS,993,576
14179,b638d3f46946c14069a742be54e5029d,Anupamaa Women Flats,1299,699,ANUPAMAA WOMEN FLATS,1294,886
14180,58f6bfccc4cb4df53e72d87b9b9b4a8b,Arial Morris Women Flats,999,499,ARIAL MORRIS WOMEN FLATS,998,610
14181,d2d3a1f04f36f4ff4b9d73c9b98ecb69,LRIPL DIGICABLE STB Remote Controller,399,239,LRIPL DIGICABLE STB REMOTE CONTROLLER,382,290
14182,3149f02d8ad89141c4baa72465f7a218,Arial Morris Women Flats,999,499,ARIAL MORRIS WOMEN FLATS,996,551
14184,eff776978bed541ad745235db91bbffc,Skys&Ray Plastic Toothbrush Holder,599,350,SKYS&RAY PLASTIC TOOTHBRUSH HOLDER,581,392
14188,af4c31228cfbceac6f835cde43270dcc,eStyle Solid Girl's A-line Kurta,1195,365,ESTYLE SOLID GIRL'S A-LINE KURTA,1178,416
14190,84603b22cca59f7ab6aaebf6f429fc55,AutoGarh Hand Stiched Steering Cover For Daewoo Matiz,998,245,AUTOGARH HAND STICHED STEERING COVER FOR DAEWOO MATIZ,991,271
14191,f215ef3c029e06842cddac952fda9a4a,Zikrak Exim Women Wedges,1199,649,ZIKRAK EXIM WOMEN WEDGES,1194,801
14192,36ab8a238d34b2453bbe5f4b48aa010f,AutoGarh Hand Stiched Steering Cover For Datsun Go,998,245,AUTOGARH HAND STICHED STEERING COVER FOR DATSUN GO,992,282
14193,87501d7aeffcb3e8233f0c55342dbc7e,"APG Diamond Cricket Ball -   Size: 5,  Diameter: 2.5 cm",950,500,"APG DIAMOND CRICKET BALL -   SIZE: 5,  DIAMETER: 2.5 CM",940,598
14194,1bcf75f2f9cae1f0de161a3c1ff39f88,Frames MDF Photo Frame,981,539,FRAMES MDF PHOTO FRAME,974,632
14195,01b6381a666b96467b23b637428f72fc,KAN Long Travel Passport Organizer & Cheque Book Pouch Document Holder with Zip For Men and Women,1695,795,KAN LONG TRAVEL PASSPORT ORGANIZER & CHEQUE BOOK POUCH DOCUMENT HOLDER WITH ZIP FOR MEN AND WOMEN,1678,966
14196,9b1e9dfe819fcb6bf72884b1a5abceb9,KAN Long Travel Passport Organizer & Cheque Book Pouch Document Holder with Zip For Men and Women,1225,695,KAN LONG TRAVEL PASSPORT ORGANIZER & CHEQUE BOOK POUCH DOCUMENT HOLDER WITH ZIP FOR MEN AND WOMEN,1223,896
14197,f4870c1574f15b5b47acdd97127d465a,Artengo BSC700 Plastic Shuttle  - Yellow,399,199,ARTENGO BSC700 PLASTIC SHUTTLE  - YELLOW,383,231
14198,bf2945c2710579aecedefce5aca43921,"Blue Me Trimmer 216 B Shaver For Men, Women",999,220,"BLUE ME TRIMMER 216 B SHAVER FOR MEN, WOMEN",998,256
14199,2d72686883ec003ab7439a5fbf99d16d,Yepme Full Sleeve Solid Women's Sweatshirt,1799,647,YEPME FULL SLEEVE SOLID WOMEN'S SWEATSHIRT,1780,727
14201,8b31bcddb9ff4045bf59cc86ccd5966e,RYAN Cotton Apron Free Size,400,200,RYAN COTTON APRON FREE SIZE,393,227
14204,b8fcf8c5fa7baac90c06682bc26fef22,SANMARIO Premium Fountain Pen,999,599,SANMARIO PREMIUM FOUNTAIN PEN,984,673
14207,9b86a1fec49fb8aeef566fb059378291,KAN Long Travel Passport Organizer & Cheque Book Pouch Document Holder with Zip For Men and Women,1425,695,KAN LONG TRAVEL PASSPORT ORGANIZER & CHEQUE BOOK POUCH DOCUMENT HOLDER WITH ZIP FOR MEN AND WOMEN,1419,781
14209,b276800a43a00828605e7e81bd0c39af,KAN Long Travel Passport Organizer & Cheque Book Pouch Document Holder with Zip For Men and Women,1695,795,KAN LONG TRAVEL PASSPORT ORGANIZER & CHEQUE BOOK POUCH DOCUMENT HOLDER WITH ZIP FOR MEN AND WOMEN,1677,968
14213,3109dc851c05599326208a0a4f0de84a,Roadster Half Sleeve Solid Women's Sweatshirt,1099,549,ROADSTER HALF SLEEVE SOLID WOMEN'S SWEATSHIRT,1093,632
14214,e3dddb55a2d7ee0ef0e081fd06d40c10,Joynix Blue Bike Led Light With Motion Sensor Tyre Valve Cap,499,199,JOYNIX BLUE BIKE LED LIGHT WITH MOTION SENSOR TYRE VALVE CAP,486,221
14216,3e77647ea0accae7f7fb06c8b936388d,Abhomedecor Cotton Abstract Double Bedsheet,1499,599,ABHOMEDECOR COTTON ABSTRACT DOUBLE BEDSHEET,1497,718
14218,8ed6ef7f6f19f5143c663d7af01cf34a,COTTON ON KIDS Printed Girl's Straight Kurta,1499,319,COTTON ON KIDS PRINTED GIRL'S STRAIGHT KURTA,1488,381
14219,6f0727f36fa4070d62f54be33ede66c3,Texco Girl's Vest,2999,899,TEXCO GIRL'S VEST,2996,1062
14220,a1844870f7d25c8a957bd610b3ea8faf,COTTON ON KIDS Printed Girl's Straight Kurta,1499,319,COTTON ON KIDS PRINTED GIRL'S STRAIGHT KURTA,1495,400
14221,62bfaed3b8f0595815c7e38d13cf0cb5,New Darling Women's Printed Top & Pyjama Set,1299,899,NEW DARLING WOMEN'S PRINTED TOP & PYJAMA SET,1288,998
14222,d1c009e435c09ced6fbdecf6ba24d378,Smart Wall Guru Small Adhesive Sticker Sticker,489,149,SMART WALL GURU S ADHESIVE STICKER STICKER,481,178
14223,d07679c0263ab33c8d4f5fbc1333855f,Smart Wall Guru Small Adhesive Sticker Sticker,599,169,SMART WALL GURU S ADHESIVE STICKER STICKER,591,190
14227,8f909519cee36478581de4d96a1e90db,PRINT SHAPES Batman The Dark Knight Laptop Skin with Mouse pad Combo Set,999,329,PRINT SHAPES BATMAN THE DARK KNIGHT LAPTOP SKIN WITH MOUSE PAD COMBO SET,982,384
14228,468daffb48be1149432ae9ab0d8dcbf7,Speedwav Red LED Strobe Brake Lights Set Of 2-Mahindra Scorpio New Projector Lens,1500,623,SPEEDWAV RED LED STROBE BRAKE LIGHTS SET OF 2-MAHINDRA SCORPIO NEW PROJECTOR LENS,1489,800
14229,200c88fbaf3b41a57ded3562491ee358,Simrit Women's Nighty,2985,895,SIMRIT WOMEN'S NIGHTY,2973,991
14230,e80cc7c9a0bd223d6d4208d33fc0c2ba,Simrit Women's Nighty,2985,895,SIMRIT WOMEN'S NIGHTY,2982,1129
14231,4cf5851d2e50407df46e70d62c491726,AdroitZ Premium Phone Socket Holder For Apple iPhone 4S[36],599,164,ADROITZ PREMIUM PHONE SOCKET HOLDER FOR APPLE IPHONE 4S[36],586,186
14232,735baf4d3cd5f6d76bb081e32e2a62ea,Speedwav Red LED Strobe Brake Lights Set Of 2-Force One Projector Lens,1500,623,SPEEDWAV RED LED STROBE BRAKE LIGHTS SET OF 2-FORCE ONE PROJECTOR LENS,1492,749
14233,b9d5aa4785a31ebc871bf42e3d4267fe,Simrit Women's Nighty,2985,895,SIMRIT WOMEN'S NIGHTY,2978,1157
14234,62f24f7b555ab17b1926270ff38de30c,Fine Colors Printed Women's Round Neck T-Shirt,899,599,FINE COLORS PRINTED WOMEN'S ROUND NECK T-SHIRT,893,685
14235,4feb9fbd22513cfc0ee3a1442e013ab7,Typical Indian Printed Women's A-line Skirt,1999,399,TYPICAL INDIAN PRINTED WOMEN'S A-LINE SKIRT,1991,509
14239,f17bac90019d723817da17e6a139d1f1,Sttoffa Printed Women's Wrap Around Skirt,1249,279,STTOFFA PRINTED WOMEN'S WRAP AROUND SKIRT,1234,329
14241,11482e36b03750587f82de99cc6dfa7c,Go-Art Printed Women's Round Neck T-Shirt,1198,699,GO-ART PRINTED WOMEN'S ROUND NECK T-SHIRT,1196,794
14242,1dcf57a1e0baba0a617a47bda13c1026,stylishvilla Embroidered Kurta & Patiyala,2999,714,STYLISHVILLA EMBROIDERED KURTA & PATIYALA,2985,841
14244,e5bdae3a20776c9f43b3f3fd8b4042c1,Khushi Fashions Printed Kurta & Pallazo,1299,799,KHUSHI FASHIONS PRINTED KURTA & PALLAZO,1280,957
14245,ab2b84daf6f012ef09b0b6a16b582a19,Speedwav 202051 Bike Handle Grip For Universal For Bike Universal For Bike,800,437,SPEEDWAV 202051 BIKE HANDLE GRIP FOR UNIVERSAL FOR BIKE UNIVERSAL FOR BIKE,795,487
14247,e2939e6d556e2b35a4e4ab2e47d99df5,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,830,394
14249,447cfd35062d8ff0ad391e7c9391c55f,Krasiv Women's Camisole,999,199,KRASIV WOMEN'S CAMISOLE,994,258
14250,afd75d60184e640d168c3d1f24fbba0a,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2097,1267
14252,68e40ffe95eae28e3cde8e8293027483,Pezzava Regular Fit Women's Trousers,699,259,PEZZAVA REGULAR FIT WOMEN'S TROUSERS,697,304
14253,d8833094389634614a5a22b387486a25,BURDY Solid Boy's Track Suit,2390,995,BURDY SOLID BOY'S TRACK SUIT,2388,1240
14256,737ff6de0d81ffe10abbad975f4b81e1,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,843,372
14257,9af0c64b95079986693672df26129348,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2086,1236
14258,2cd8cafd9a9bb76a68e1e5f3d7bfa628,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,833,385
14260,71b1ab02e89ee4b502e1ddf43820c2cd,Speedwav 220102 Bike Handle Grip For TVS Apache,500,220,SPEEDWAV 220102 BIKE HANDLE GRIP FOR TVS APACHE,486,244
14262,41110c78ebd10fe07464ac34d13dd33e,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,847,364
14263,cebeff67de7ca509e3770b594ec7abee,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,845,417
14265,8a0d1c65d5ae011008732251728bcf5e,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2093,1267
14266,d36fe09518191208a5f49506198c0a38,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,837,383
14267,4d93256d25d093cb5295de9017a39ff7,ZEVA 3 - Piece Bar Set,1999,439,ZEVA 3 - PIECE BAR SET,1994,492
14268,d8e5901ae4cdf6c966f9dbe8bab1fed3,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,843,359
14269,11f49d12eab75df071be5786d5c21d7d,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,839,385
14271,102fe6ef10531220483cd0b7cdb9ec79,LIENZ Women's Camisole,475,220,LIENZ WOMEN'S CAMISOLE,469,273
14272,591d18abb099c1c6f4d9ba48d683b1f7,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,836,391
14275,84e1b7fcc05bb43ade830c6456f39d35,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,842,405
14276,ef5f6bb2e0842b253c569572f1bdf1ff,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,844,379
14280,022b3662e9be04b3a19c0fffaacf8522,Laser X Quilted Girl's Top - Pyjama Set,599,299,LASER X QUILTED GIRL'S TOP - PYJAMA SET,589,378
14281,af95bf1a4405d5f2de60f8361a37fabc,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,846,395
14282,3ac6bb57fb39fc0f40175d89ac5a8835,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2087,1206
14283,0956bbc1df77047ffb44a4941a85635a,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2084,1185
14284,d2e0f47ff2a43424fd2c1020d4d4257f,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,834,394
14285,d8dc70e91cf39dc146d588ec5ff70b75,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,832,365
14286,42dc91242565383b0c70b92c95704a94,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2090,1361
14288,b259c494990fc0e5ed1276f03c9a74ba,MRB Baby Girl's Bikini Panty,999,300,MRB BABY GIRL'S BIKINI PANTY,984,379
14289,5c0c7b341b346f357fa729eb1bce1380,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,835,375
14290,5d1aebe8814534071490cb21e43261d1,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,847,407
14291,3241f41be721f475cbc67a77bcf3fd5a,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,844,404
14294,17cb7e19a422ee4291799f937572a25c,Speedwav 220108 Bike Handle Grip For TVS Apache,500,220,SPEEDWAV 220108 BIKE HANDLE GRIP FOR TVS APACHE,485,253
14296,13732b6a89797b97a2fe0ccd2a1ca971,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,833,420
14299,5bad20f1e26aaa4f21b3aa75ac0d7b8e,Art n Beyond Polyresin Wine Rack,1799,1199,ART N BEYOND POLYRESIN WINE RACK,1790,1375
14301,bcb51cec3d290e6a661586d0df30e091,loomkart Blue Polyester Runner,1200,699,LOOMKART BLUE POLYESTER RUNNER,1181,907
14303,4d5ce4a6beb598a5539bcfc3a75ed409,Krasiv Women's Camisole,999,199,KRASIV WOMEN'S CAMISOLE,988,255
14306,ba62bf44f3e176d68d168eb9379fe4e6,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2097,1210
14308,b2cc3a6aa317fd4fcda1757dd531f9db,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2089,1308
14310,b170184a2da0e274d6987f775f7f4436,Speedwav 157466 Bike Handle Grip For Yamaha YBR,700,400,SPEEDWAV 157466 BIKE HANDLE GRIP FOR YAMAHA YBR,690,459
14313,617fd746bb194ee15998d34b42b98b93,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2081,1339
14314,4c544de826a58682a7d90fe7ba73812d,Pezzava Regular Fit Women's Trousers,699,259,PEZZAVA REGULAR FIT WOMEN'S TROUSERS,692,290
14315,a15eaaa33e659c5ca6a9d5b8a26f1c9a,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2093,1184
14317,d12572af8d7d7c6a6709653ea1e013f5,LIENZ Women's Camisole,475,220,LIENZ WOMEN'S CAMISOLE,460,273
14318,5ce25b411a66274dbabb893a43522b53,LIENZ Women's Camisole,850,325,LIENZ WOMEN'S CAMISOLE,840,394
14320,83558273686aa00a980130c2676033c3,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2085,1223
14324,25473f0ac9a84b69c11b7c37969191a1,Loomkart Multicolor Cotton Dhurrie,2100,1050,LOOMKART MULTICOLOR COTTON DHURRIE,2089,1345
14328,6c167e68a8db2f3176098b4fbbc6f3e3,Pollo Lace Up,799,349,POLLO LACE UP,784,407
14336,e43ab65556cde4b38ba4782965881674,Anshul fashion Lace Up,1399,319,ANSHUL FASHION LACE UP,1383,402
14339,37e703b75b9a2c465aa78f8264544afd,GO LUCKNOW Embroidered Women's Straight Kurta,1549,949,GO LUCKNOW EMBROIDERED WOMEN'S STRAIGHT KURTA,1543,1067
14340,d627a270302d23eef773d05ad01fd03c,Mahadev Handicrafts Cotton Cartoon Double Bedsheet,1499,899,MAHADEV HANDICRAFTS COTTON CARTOON DOUBLE BEDSHEET,1496,1046
14341,3ecf081ad0c18fbcc0956764b02660ed,"AJ Dezines Boy's Kurta, Waistcoat and Pyjama Set",1999,699,"AJ DEZINES BOY'S KURTA, WAISTCOAT AND PYJAMA SET",1987,871
14342,f49bda982a881bb5d12c934d299d8851,SYON Cotton Floral Double Bedsheet,999,499,SYON COTTON FLORAL DOUBLE BEDSHEET,996,581
14343,6a1b358c1b00908c043d0f141127d668,SYON Cotton Floral Double Bedsheet,1699,809,SYON COTTON FLORAL DOUBLE BEDSHEET,1697,1004
14344,7b26e19f22fde783f8125b691454635e,SYON Cotton Floral Double Bedsheet,1599,719,SYON COTTON FLORAL DOUBLE BEDSHEET,1590,803
14345,634c89325a6c7752985a74a67f985c1f,Sparklings Cotton Checkered Double Bedsheet,1199,549,SPARKLINGS COTTON CHECKERED DOUBLE BEDSHEET,1192,660
14346,c365aac1d75e9238dc89ac1ea5d7db85,Gudi Full Sleeve Striped Women's Jacket,2160,540,GUDI FULL SLEEVE STRIPED WOMEN'S JACKET,2151,604
14347,367070a5c62a17c3252ad8d5a38d1bb8,"OMS ZONE Privacy Anti-Fingerprint, Oleophobic Coated,Explosion-proof  Tempered Glass for samsung Galaxy J5",999,399,"OMS ZONE PRIVACY ANTI-FINGERPRINT, OLEOPHOBIC COATED,EXPLOSION-PROOFÂ  TEMPERED GLASS FOR SAMSUNG GALAXY J5",996,495
14348,ef40efedeea4329436130b4a7c19d8d5,Jbn Creation Boy's Kurta and Pyjama Set,1199,499,JBN CREATION BOY'S KURTA AND PYJAMA SET,1187,565
14349,b3e5f93856cce162850713bb8edce52a,Swastik Velvet Sofa Cover,1699,699,SWASTIK VELVET SOFA COVER,1683,787
14350,3e2b2a04696f7d83a7835e9894d79df7,Bela Home Cotton Cartoon Single Bedsheet,599,319,BELA HOME COTTON CARTOON SINGLE BEDSHEET,586,378
14351,96a936205df14627d39700bb96c088ff,Bela Home Cotton Cartoon Single Bedsheet,599,319,BELA HOME COTTON CARTOON SINGLE BEDSHEET,579,358
14352,0906fd9cc604fbba05a502e01d763cd9,Sparklings Cotton Geometric Double Bedsheet,1199,539,SPARKLINGS COTTON GEOMETRIC DOUBLE BEDSHEET,1195,596
14354,a69073a0b04ee1d1abb59f56fd829945,Mahadev Handicrafts Cotton Cartoon Double Bedsheet,1499,899,MAHADEV HANDICRAFTS COTTON CARTOON DOUBLE BEDSHEET,1489,1066
14355,5b124ee6fb232f53ab0ef0b942accc16,NEXASHOP Solid Women's Boxer,599,249,NEXASHOP SOLID WOMEN'S BOXER,584,293
14356,6d5eb3fe5e2247a8c25975c6cc2bbedf,Swastik Cotton Sofa Cover,1699,699,SWASTIK COTTON SOFA COVER,1690,838
14357,55ee03dc8959b6d39dd6fda06a88f66a,Swastik Velvet Sofa Cover,1699,699,SWASTIK VELVET SOFA COVER,1680,899
14358,0c4160aacf496105cebef4a378f59200,Shiyara Girl's Green Leggings,350,189,SHIYARA GIRL'S GREEN LEGGINGS,346,232
14359,3c8a51d92816b3d6c6e7b84a3ef00fee,Shortkut enterprises 510 Mobile/Tablet Speaker,1200,449,SHORTKUT ENTERPRISES 510 MOBILE/TABLET SPEAKER,1185,547
14360,7e4d2371d33c304577f7b2797790a0fd,Ville Style Polyester Maroon Floral Eyelet Door Curtain,999,399,VILLE STYLE POLYESTER MAROON FLORAL EYELET DOOR CURTAIN,983,500
14362,f63dcfa041572a24ef1a75b957f38997,U. R. GOD Business / Visiting 20 Card Holder,599,269,U. R. GOD BUSINESS / VISITING 20 CARD HOLDER,598,317
14363,172cbe371ac3e60fe87051463b8043c2,Arghyam PAGDI GANESH Showpiece  -  14 cm,3000,839,ARGHYAM PAGDI GANESH SHOWPIECE  -  14 CM,2999,964
14365,729864e0d25e06cbf68561529bcdd4f0,CALCULUS Baby Boy's Printed Casual Beige Shirt,798,349,CALCULUS BABY BOY'S PRINTED CASUAL BEIGE SHIRT,795,436
14366,73e8f25adc385ef34c66bee7611f0a8a,UNCLE BENIT WOOLEN CAP Cap,699,349,UNCLE BENIT WOOLEN CAP CAP,696,400
14367,3d6c1d9ba9a5d7f8dbf06c43f1068f77,IndiWeaves Solid Men's Grey Track Pants,1398,699,INDIWEAVES SOLID MEN'S GREY TRACK PANTS,1391,885
14368,68500144179eb1aa95dada801dd3294c,Rejewel Alloy 18K Yellow Gold Bangle,600,300,REJEWEL ALLOY 18K YELLOW GOLD BANGLE,580,334
14369,1e1af6a9d17af165673a7ab7c0ac5464,Rejewel Alloy 18K Yellow Gold Bangle,900,450,REJEWEL ALLOY 18K YELLOW GOLD BANGLE,898,528
14370,f64d155735beaeb816ff86a0586a8639,Rejewel Alloy 18K Yellow Gold Bangle,600,300,REJEWEL ALLOY 18K YELLOW GOLD BANGLE,586,360
14371,3c5fd6f17141c9140a04c7dc99993e93,UNCLE BENIT WOOLEN CAP Cap,699,349,UNCLE BENIT WOOLEN CAP CAP,697,447
14372,73466dcbc248d58b9d13a798c6ffeb39,veronica Loafers,699,399,VERONICA LOAFERS,689,475
14374,ebdc720c3ffffbddd7c93464f9731293,UNCLE BENIT MONKEY CAP Cap,699,349,UNCLE BENIT MONKEY CAP CAP,681,409
14375,5955b1789f2c8479ce616e9fa2f07050,U. R. GOD Business / Visiting 8 Card Holder,599,349,U. R. GOD BUSINESS / VISITING 8 CARD HOLDER,581,409
14377,798346b99002495667bb87626d33b99c,ROYLE KATOCH Showpiece  -  24 cm,1500,699,ROYLE KATOCH SHOWPIECE  -  24 CM,1493,901
14378,5e3e203afc9c3058f3b9d9ef9c1b70cd,"IndiWeaves Solid Men's Blue, Brown Track Pants",1398,699,"INDIWEAVES SOLID MEN'S BLUE, BROWN TRACK PANTS",1379,796
